HANDLE,COLUMN
tip-of-the-day-remember-the-tree-topper-in-your-height-measurement-for-a-christmas-tree-2,"<a href=""http://www.shinodadesigncenter.net/16-25-metal-wire-star-burst/11798/""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/11/0141008921-300x300.jpg"" alt=""16.25&quot; Metal Wire Star Burst Tree Topper"" title=""16.25&quot; Metal Wire Star Burst Tree Topper"" width=""300"" height=""300"" class=""aligncenter size-medium wp-image-2798"" /></a>



During the last couple of weeks, I have had several conversations with customers about the height of the Christmas tree they should buy.  They have measured out the height of the ceiling and are trying to pick out a tree that will fill the area.  The first question I ask is always, ""How tall of a tree topper do you plan to put on your tree?""



Tree toppers are often considered the heart and soul of Christmas Tree decoration because many people feel they define the tree.  When putting on a tree topper, usually they are tall.  Plus, as the tree gets taller, the tree topper generally does as well to maintain a ratio of tree topper to tree height.  When deciding on how tall a tree the ceiling will allow, many people overlook the added height of the tree topper.  The other day, a customer told me her ceiling was 12'3"".  She asked if a 12' tree would fit.  I told her that it would but not if she planned on using a tree topper.  She had completely forgotten that her tree topper was 10"" high and wouldn't fit under her ceiling.  She ended up buying a 10' Christmas tree instead.



Checkout our other <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!

"
in-store-coupon-25-off-selected-artificial-poinsettias,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/11/Sale_Coupon_25_off_Artificial_Poinsettias_112612.jpg""><img class=""aligncenter size-medium wp-image-4256"" title=""Sale_Coupon_25_off_Artificial_Poinsettias_112612"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/11/Sale_Coupon_25_off_Artificial_Poinsettias_112612-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
in-store-coupon-10-off-wired-ribbons-4,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/Sale_Coupon_10_off_wired_ribbons_120312.jpg""><img class=""aligncenter size-medium wp-image-4286"" title=""Sale_Coupon_10_off_wired_ribbons_120312"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/Sale_Coupon_10_off_wired_ribbons_120312-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
in-store-coupon-25-off-glass-vases-over-10-per-vase,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/Sale_Coupon_25_off_Glass_Vases_Over_10_Dollars_12102012.jpg""><img class=""aligncenter size-medium wp-image-4309"" title=""Sale_Coupon_25_off_Glass_Vases_Over_10_Dollars_12102012"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/Sale_Coupon_25_off_Glass_Vases_Over_10_Dollars_12102012-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
pre-christmas-in-store-sale-25-off-selected-christmas-items,"New store special for everyone. No coupon is necessary to take advantage of this. To print, click on the special and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/ADP_christmas_pre_sale_color_1212.jpg""><img class=""aligncenter size-medium wp-image-4332"" title=""ADP_christmas_pre_sale_color_1212"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/ADP_christmas_pre_sale_color_1212-300x190.jpg"" alt="""" width=""300"" height=""190"" /></a>"
happy-holidays-2,"<strong>Thank You For Your Business!  </strong>



<strong>The Shinoda Staff Wishes Everyone Happy &amp; Safe Holidays!</strong>



Both Locations Closed: 12/25, 12/31 &amp; 01/01

Santa Ana 12/24 Closed

San Diego 12/24 Open 8am-12pm"
after-christmas-in-store-sale-starts-122612-40-off-selected-christmas-items,"New store special for everyone. No coupon is necessary to take advantage of this. To print, click on the special and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/ADP_Christmas_After_Instore_Sale_c_1226121.jpg""><img class=""aligncenter size-medium wp-image-4369"" title=""ADP_Christmas_After_Instore_Sale_c_122612"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/ADP_Christmas_After_Instore_Sale_c_1226121-300x200.jpg"" alt="""" width=""300"" height=""200"" /></a>"
in-store-coupon-25-off-silk-orchid-stems-potted-silk-orchids,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/Sale_Coupon_25_off_Silk_Orchids_Stems_010213.jpg""><img class=""aligncenter size-medium wp-image-4377"" title=""Sale_Coupon_25_off_Silk_Orchids_Stems_010213"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/12/Sale_Coupon_25_off_Silk_Orchids_Stems_010213-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
happy-new-year-wishing-you-all-health-success-joy-in-2013,
store-special-25-off-selected-silk-flower-stems,"New store special for everyone. No coupon is necessary to take advantage of this. To print, click on the special and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/adp_in-store_sale_coupon_selected_silk_flower_stems_010713.jpg""><img class=""aligncenter size-medium wp-image-4395"" title=""adp_in-store_sale_coupon_selected_silk_flower_stems_010713"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/adp_in-store_sale_coupon_selected_silk_flower_stems_010713-300x231.jpg"" alt="""" width=""300"" height=""231"" /></a>"
in-store-coupon-25-off-birds-bird-houses-bird-cages-bird-nests,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/Sale_Instore_Coupon_Selected-_Birds_Houses_Cages_Nests_011413.jpg""><img class=""aligncenter size-medium wp-image-4416"" title=""Sale_Instore_Coupon_Selected _Birds_Houses_Cages_Nests_011413"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/Sale_Instore_Coupon_Selected-_Birds_Houses_Cages_Nests_011413-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
valentines-day-decorations-for-2013,"With Valentine's Day only a month away, it's time to start coming up with your ideas for displays and decoration.  Come and see the recently completed Valentine's Day visual displays in our warehouses.  We're moving the merchandise around and putting out all the new merchandise we are receiving as well.



Here's are some pictures from the San Diego warehouse to give you an idea of what we have:



[nggallery id=48]

</br>

To see the merchandise in our online store click here:



<a href=""http://www.shinodadesigncenter.net/seasonal/valentine-s-day/"">Valentine's Day</a>"
mardi-gras-decorations-2013,"Mardi Gras is February 12, 2013 this year.  With all the parties and celebrating, now would be a good time to start coming up with your decoration ideas.  To make this process easier for you, we have had our design staff create a Mardi Gras visual display in both of our warehouses for you to come and see.



Here's are some pictures from the San Diego warehouse to give you an idea of what we have:



[nggallery id=49]

</br>

Can't come into the warehouses to see all of our Mardi Gras merchandise?  Take a look what we have available in our online store here:



<a href=""http://www.shinodadesigncenter.net/seasonal/mardi-gras/"">Mardi Gras</a>"
silk-flower-factory-in-china-pictures,"Our import buyer recently took a trip overseas to start purchasing for the Christmas 2013 season.  One of the stops was a silk flower factory.  If you've ever wondered how a silk flower is made, here's an example.



Materials start in one room where they are cut into the shapes of flower petals and leaves.  Next, they are transported to the room where the petals and leaves are hand painted for production.  They are then sent into a room where they are pressed into their form.  In this room, they put the leaves onto a molding machine one at a time, close the mold, and inject hot liquid plastic to form the stem of the petals and flowers.  They are then moved to another room for assembly of the flower petals and calyx.  The finished flower head is then attached to the stem.  Finally, they enter the last area where they are boxed and cased for shipment.



Most people do not realize how much work and labor goes into the assembly of each artificial flower.  With modern factory techniques, it is often assumed that the work is done by machinery.  Modern machinery has a difficult time producing the detail of hand painting for the current selling price of aritifical flowers.  So the next time you are in the warehouse and walk down our rows of silk flowers, you will have a better appreciation of how much work went into their creation.



[nggallery id=50] "
martin-luther-king-jr-holiday-hours-2,"Both warehouses will be open normal business hours on Monday January 21, 2013.



Santa Ana hours are 8:00am until 4:30pm.



San Diego hours are 8:00am until 5:00pm."
in-store-coupon-25-off-ceramic-vases-selected-resin-vases,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/Sale_Instore_Coupon_Selected-_Ceramic_Resin_Vases_012113.jpg""><img class=""aligncenter size-medium wp-image-4450"" title=""Sale_Instore_Coupon_Selected _Ceramic_Resin_Vases_012113"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/Sale_Instore_Coupon_Selected-_Ceramic_Resin_Vases_012113-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
saint-patricks-day-decorations-2013,"Saint Patrick's Day is Sunday March 17, 2013.  We've got all of our shamrocks, leprachauns, and Saint Patrick's Day decorations out in the front of the warehouse.  If you need decorations for your party, come and take a look!



Here's are some pictures from the San Diego warehouse to give you an idea of what we have:



[nggallery id=51]

<br/>

Can't come into the warehouses to see all of our Saint Patrick's Day merchandise?  Take a look at what we have available in our online store here:



<a href=""http://www.shinodadesigncenter.net/seasonal/st-patrick-s-day/"">Saint Patrick's Day</a>"
behind-the-scenes-san-diego-spring-2013,"Here at Shinoda Design Center, January and February are transitional months as we complete our transformation from Christmas displays to Spring and the holidays that fall between January and June.  Just to give you an idea of how much merchandise it takes to allow us to complete our switchover, I've included some warehouse pictures.  All the pallets of merchandise that you see are waiting to be processed and put out onto the warehouse floor.  What you don't see are the 24 pallets that we've already processed and the pallets that will come in for the next month completing our Spring lines.



[nggallery id=52] "
in-store-coupon-25-off-selected-red-pink-hearts-also-selected-valentines-day-printed-decorations,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/Sale_Instore_Coupon_Selected-_Red_Pink_Hearts_012813.jpg""><img class=""aligncenter size-medium wp-image-4486"" title=""Sale_Instore_Coupon_Selected _Red_Pink_Hearts_012813"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/01/Sale_Instore_Coupon_Selected-_Red_Pink_Hearts_012813-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
sneak-peek-san-diego-visual-display-endcaps-2013,"We have started the Spring transformation.  Here's a look at some of the first visual endcaps that have been completed.  We have a lot of work left before our 2013 Spring/Wedding show here in San Diego.



[nggallery id=53] "
joseph-shinoda-memorial-scholarship-foundation-now-receiving-2013-2014-scholarship-applications,"San Luis Obispo, Calif. – Shinoda Foundation Scholarship applications are now being received for future growers, retailers, florists, and horticulturists.



   ""For college and university students planning careers in floriculture, the Shinoda scholarships present an enviable opportunity for advancement,"" says Paul Ecke III, president of the Joseph Shinoda Memorial Scholarship Foundation. ""Through them our industry invests in the future, sowing the seeds for a lifetime of success.""



   The Shinoda Foundation Scholarships, including the prestigious Shinoda Scholar of the Year, are bestowed annually. Two additional scholarships honor top floral design students: the Shinoda Design Center Scholarship and the Jimmy Shinoda Memorial Scholarship, which support California community colleges in Los Angeles, Orange, Riverside, and San Diego counties.



   To be considered for any of these awards, students must complete and return the application by March 30, 2013. Winners will be announced by the Shinoda Foundation later in the spring.



   Winners of the scholarships, named in honor of California floral industry pioneer Joseph Shinoda, have gone on to become leaders in floriculture. Among the former beneficiaries are Andy Higgins, president of Ecke Ranch, Encinitas, Calif., and Royal D. Heins, horticulture professor emeritus at Michigan State University, East Lansing, Mich.



   The foundation has assisted more than 600 students with a total of more than $740,000 since Richard Tsukushi of Cal Poly State University, San Luis Obispo, and George Field of University of California, Davis, received the first Shinoda Scholarships in 1965.



   Undergraduates in accredited colleges, universities, and California community colleges are eligible. Preference will be given to applicants who have indicated a strong commitment of furthering their education in the field of floriculture (production, research, retail, floral education, floral design, and sales and marketing).

  Find downloadable forms and detailed information on the 2013-2014 scholarships at <a href=""http://www.shinodascholarship.org/index.html"">www.shinodascholarship.org</a>. Beginning in mid-January, information will also be available from horticulture department offices at colleges and universities across the nation.



Information about making contributions to the foundation or about its scholarship program can be obtained from its website <a href=""http://www.shinodascholarship.org/index.html"">www.shinodascholarship.org</a>."
new-products-in-san-diego,"After building the gazebo seen in this picture gallery, I decided to put up a picture of it and other new products that I have seen walking around the warehouse.  For anyone interested, the gazebo is $807.50.  The last picture is of our newly replenished discount ribbon table.  We have been getting a lot of ribbon and we are making room for the new ones by putting older ones on clearance.



[nggallery id=54] "
in-store-coupon-25-off-selected-mardi-gras-items-also-masks-jesters-beaded-necklaces,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Mardi_Gras_Items_020413.jpg""><img class=""aligncenter size-medium wp-image-4528"" title=""Sale_Instore_Coupon_Selected_Mardi_Gras_Items_020413"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Mardi_Gras_Items_020413-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
in-store-coupon-25-off-selected-red-pink-hearts-also-selected-valentine%e2%80%99s-day-printed-decorations-2,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected-_Red_Pink_Hearts_0207132.jpg""><img class=""aligncenter size-medium wp-image-4578"" title=""Sale_Instore_Coupon_Selected _Red_Pink_Hearts_020713"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected-_Red_Pink_Hearts_0207132-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
2013-springwedding-design-show-schedule,"Mark your calendars. We are pleased to announce the 2013 Spring/Wedding Design Show schedule for both the Santa Ana and San Diego warehouses. If you have never attended one, we bring in floral designers to put on a live demonstration using the latest products. If you are looking for Spring or Wedding design ideas, these are what you must see. Here is the official announcement:



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/adp_shows_spring_wedding_sa_sd_-c_0213.jpg""><img class=""aligncenter size-medium wp-image-4574"" title=""adp_shows_spring_wedding_sa_sd_ c_0213"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/adp_shows_spring_wedding_sa_sd_-c_0213-300x231.jpg"" alt="""" width=""300"" height=""231"" /></a>



Take a look at past show pictures:



In our <a href=""https://www.facebook.com/shinodadesigncenter/photos_albums?ref=hlhttp://"">Facebook Galleries</a>:



<a href=""https://www.facebook.com/media/set/?set=a.353434178032850.82536.137088893000714&amp;type=3http://"">San Diego Spring/Wedding Show Arrangements 2012</a>

<a href=""https://www.facebook.com/media/set/?set=a.344948312214770.80840.137088893000714&amp;type=3"">Santa Ana Spring Show 2012 Gallery #1</a>

<a href=""https://www.facebook.com/media/set/?set=a.349032228473045.81629.137088893000714&amp;type=3"">Santa Ana Spring Show 2012 Gallery #2</a>



In our <a href=""http://www.shinodadesigncenter.net/tag/gallery/"">Website Galleries</a>:



<a href=""http://www.shinodadesigncenter.net/2011/05/21/santa-ana-wedding-show-2011/"">Santa Ana Wedding Show 2011</a>

<a href=""http://www.shinodadesigncenter.net/2011/05/21/san-diego-spring-wedding-show-2011/"">San Diego Spring/Wedding Show 2011</a>

<a href=""http://www.shinodadesigncenter.net/2011/05/20/santa-ana-spring-show-2011/"">Santa Ana Spring Show 2011</a>

<a href=""http://www.shinodadesigncenter.net/2011/05/20/santa-ana-christmas-show-2010/"">Santa Ana Christmas Show 2010</a>

<a href=""http://www.shinodadesigncenter.net/2011/05/20/san-diego-christmas-show-2010/"">San Diego Christmas Show 2010</a>"
in-store-coupon-25-off-selected-americana-redwhiteblue-items-2,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Americana_Red_White_Blue_Items_021413.jpg""><img class=""aligncenter size-medium wp-image-4614"" title=""Sale_Instore_Coupon_Selected_Americana_Red_White_Blue_Items_021413"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Americana_Red_White_Blue_Items_021413-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
in-store-coupon-25-off-printed-wrapping-paper-also-selected-printed-gift-bags,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Gift_Bags_Wrapping_Paper_021813.jpg""><img class=""aligncenter size-medium wp-image-4640"" title=""Sale_Instore_Coupon_Selected_Gift_Bags_Wrapping_Paper_021813"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Gift_Bags_Wrapping_Paper_021813-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
santa-ana-spring-show-designer-del-langdale-2,"<strong>Free Design Show Sunday, February 24, 2013

</strong>



Come enjoy our show anytime 9am-3pm.  <a href=""http://www.shinodadesigncenter.net/2013/02/06/2013-springwedding-design-show-schedule/"">Show Details</a><strong>

</strong>



We are pleased to announce that Del Langdale will be one of the floral designers showcased at our 2013 Santa Ana Spring Floral Design Show. Del is a veteran of several of our design shows and always puts on an entertaining show. Del’s bio is as follows:



For over 25 years Designer Del Langdale has enjoyed a very diverse career in many facets of the design industry. His expertise includes floral design, event planning and production, visual merchandising and product development. As well as interior decorating.



Nationally recognized companies have relied on Del’s expertise including, The Walt Disney Company, Universal Studios Hollywood as well as Knott’s Berry Farm where for 13 years Del Art Directed the World Famous Knott’s Scary Farm Halloween Haunt. Del was also on the design team for Knott’s Camp Snoopy where he headed the interior design of all shops and restaurants installations.



Many of America’s renowned retailers like See’s Candies, Costco, Sam’s Club, Target and Trader Joe’s have relied on his unique take on product development. Through the years Mr Langdale’s work has garnered tens of thousands of dollars for charities and his work has appeared in many industry publications as well as international Home and Garden Magazines.



Del is available for design workshops, mentoring sessions and lectures."
santa-ana-spring-show-designer-anthony-alvarez-aifd-ccf-2,"<strong>Free Design Show Sunday, February 24, 2013

</strong>



Come enjoy our show anytime 9am-3pm.  <a href=""http://www.shinodadesigncenter.net/2013/02/06/2013-springwedding-design-show-schedule/"">Show Details</a>



We are pleased to announce that Anthony Alvarez AIFD, CCF will be one of our featured floral designers at our 2013 Santa Ana Spring Floral Design Show.  Anthony’s bio is as follows:



Anthony is an avowed design junkie, frequently taking inspirations for his floral creations from fashion, sculpture, painting and his favorite architecture. Tony, as he is known to his friends has a formal education from Cal Poly San Luis Obispo in Ornamental Horticulture. He brings this training and nearly thirty years of experience working in many facets of the floral industry to work every day. Tony has a teaching credential from the Ikenobo School of Ikebana and credits this art form with his ability to reduce a design to its essence with respect to negative space, line and focal emphasis.



Tony and his wife Debbie Alvarez AIFD are co-owners of a successful wedding event business called Floral Phenomenon based in Ventura, California. Tony also serves on the board of directors for the California State Floral Association and is a past president and educator for the group. He is a founding member of the California Certified Florist (CCF) program which seeks to educate florists in design basics and nomenclature and is one of the first organizations to be recognized as an accredited educational pathway provider for AIFD candidates. Tony is passionate about design education and is a proud member of the 358 Design team based in Vancouver, BC. Members of this talented international group routinely present design programs and create memorable floral events all over North America.



&nbsp;"
in-store-coupon-25-off-selected-saint-patricks-day-themed-items-also-green-ceramic-containers,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Saint_Patricks_Themed_Items_Green_Ceramic_Containers_022513.jpg""><img class=""aligncenter size-medium wp-image-4677"" title=""Sale_Instore_Coupon_Selected_Saint_Patricks_Themed_Items_Green_Ceramic_Containers_022513"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/Sale_Instore_Coupon_Selected_Saint_Patricks_Themed_Items_Green_Ceramic_Containers_022513-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
2013-san-diego-springwedding-show-floral-designer-bio-noel-tribbey-aifd,"<a href=""http://www.shinodadesigncenter.net/2012/04/18/santa-ana-wedding-floral-design-show-featured-designer-noel-tribbey-aifd/show_designer_noel_tribbey_cc_090711/"" rel=""attachment wp-att-3448""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/04/Show_Designer_Noel_Tribbey_cc_090711-197x300.jpg"" alt=""Noel Tribbey AIFD"" title=""Noel Tribbey AIFD"" width=""197"" height=""300"" class=""aligncenter size-medium wp-image-3448"" /></a>



We are pleased to announce that Noel Tribbey, AIFD will be the featured designer at our 2013 San Diego Spring/Wedding Floral Design Show.  His bio follows:



A resident of La Costa, CA, Noel is a thirty-three year veteran of the floral 

industry.  He was the first place winner in the 1990 California Top Ten Designer 

of the Year competition, and was inducted into the American Institute of Floral 

Designers in 1991.  He has presented at AIFD National Symposium and served as 

South West Regional President.  He most recently served as a member of the AIFD 

National Membership Committee.



As owner of his own floral event and consulting company, Noel creates stunning 

florals and Christmas decor for hotels, casinos and private residences.  He is 

in in high demand for his freelance design services with interiors, weddings and 

corporate events.  Noel also enjoys inspiring customers as a merchandising and 

display consultant, and has worked in that capacity for Shinoda Design Centers 

for the past eleven years, helping to create the exciting end cap displays in 

both the Santa Ana and San Diego stores.



Noel has applied his talents to Sweepstakes winning Rose Parade floats and 

served for fifteen years as a member of the floral design team for the Academy 

Awards. "
schedule-of-events-2013-san-diego-spring-wedding-floral-design-show,"<a href=""http://www.shinodadesigncenter.net/2012/03/17/schedule-of-events-2012-san-diego-spring-wedding-floral-design-show/img_0013/"" rel=""attachment wp-att-3362""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/03/IMG_0013-300x225.jpg"" alt=""San Diego Spring - Wedding Floral Design Show 2012"" title=""San Diego Spring - Wedding Floral Design Show 2012"" width=""300"" height=""225"" class=""aligncenter size-medium wp-image-3362"" /></a>



If you missed the 2013 Santa Ana Spring Floral Design Show, the 2013 San Diego Spring/Wedding Floral Design Show is this Sunday March 3 from 9:00am until 3:00pm.  In case you were going to stop by and were wondering what the schedule looked like, here's a summary:



9:00AM Doors open and the designer begins his morning segment.



12:00pm - 1:00pm Lunch break for the designer.  Providing lunchtime entertainment will be <a href=""http://www.shinodadesigncenter.net/2012/03/13/lunchtime-entertainment-for-the-san-diego-springwedding-show/"">Stacey Leathersich</a>.



1:00pm - 3:00pm Afternoon segment of the design show.



Once the designer is done, we stay open for another hour or so, unless the crowd completely leaves.  We usually start to close around 4pm or so.



Read more about <a href=""http://www.shinodadesigncenter.net/2013/02/26/2013-san-diego-springwedding-show-floral-designer-bio-noel-tribbey-aifd/"">Noel Tribbey, AIFD</a> the featured designer."
san-diego-spring-wedding-floral-design-show-special-sunday-march-3-2013-9am-3pm,"We are pleased to announce that attendees of our 2013 San Diego Spring-Wedding Floral Design Show will receive the following special for attending. No coupon is necessary. All in attendance will receive this special automatically at our cash registers.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/San_Diego_Spring_Wedding_Floral_Design_Show_Sale_10_c_0313.jpg""><img class=""aligncenter size-medium wp-image-4737"" title=""San_Diego_Spring_Wedding_Floral_Design_Show_Sale_10_c_0313"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/02/San_Diego_Spring_Wedding_Floral_Design_Show_Sale_10_c_0313-300x190.jpg"" alt="""" width=""300"" height=""190"" /></a>"
